000000
000023
000026
000029
00002d
000031
000036
00003b
000040
000046
00004c
000052
00005a
000062
00006c
000076
000080
00008c
000098
0000a4
0000b4
0000c4
0000d8
0000ec
000104
00011c
000134
00014c
00016c
00018c
0001b4
0001dc
000200
000230
000260
000290
0002d0
000310
000360
0003b0
000400
000460
0004c0
000520
0005a0
000620
0006c0
000760
000800
0008c0
000980
000a40
000b40
000c40
000d80
000ec0
001000
001180
001300
001480
001680
001880
001b00
001d80
002000
002300
002600
002900
002d00
003100
003600
003b00
004000
004600
004c00
005200
005a00
006200
006c00
007600
008000
008c00
009800
00a400
00b400
00c400
00d800
00ec00
010000
011800
013000
014800
016800
018800
01b000
01d800
020000
023000
026000
029000
02d000
031000
036000
03b000
040000
046000
04c000
052000
05a000
062000
06c000
076000
080000
08c000
098000
0a4000
0b4000
0c4000
0d8000
0ec000
100000
118000
130000
148000
168000
188000
1b0000
1d8000
000000
1fffdc
1fffd9
1fffd6
1fffd2
1fffce
1fffc9
1fffc4
1fffbf
1fffb9
1fffb3
1fffad
1fffa5
1fff9d
1fff93
1fff89
1fff7f
1fff73
1fff67
1fff5b
1fff4b
1fff3b
1fff27
1fff13
1ffefb
1ffee3
1ffecb
1ffeb3
1ffe93
1ffe73
1ffe4b
1ffe23
1ffdff
1ffdcf
1ffd9f
1ffd6f
1ffd2f
1ffcef
1ffc9f
1ffc4f
1ffbff
1ffb9f
1ffb3f
1ffadf
1ffa5f
1ff9df
1ff93f
1ff89f
1ff7ff
1ff73f
1ff67f
1ff5bf
1ff4bf
1ff3bf
1ff27f
1ff13f
1fefff
1fee7f
1fecff
1feb7f
1fe97f
1fe77f
1fe4ff
1fe27f
1fdfff
1fdcff
1fd9ff
1fd6ff
1fd2ff
1fceff
1fc9ff
1fc4ff
1fbfff
1fb9ff
1fb3ff
1fadff
1fa5ff
1f9dff
1f93ff
1f89ff
1f7fff
1f73ff
1f67ff
1f5bff
1f4bff
1f3bff
1f27ff
1f13ff
1effff
1ee7ff
1ecfff
1eb7ff
1e97ff
1e77ff
1e4fff
1e27ff
1dffff
1dcfff
1d9fff
1d6fff
1d2fff
1cefff
1c9fff
1c4fff
1bffff
1b9fff
1b3fff
1adfff
1a5fff
19dfff
193fff
189fff
17ffff
173fff
167fff
15bfff
14bfff
13bfff
127fff
113fff
0fffff
0e7fff
0cffff
0b7fff
097fff
077fff
04ffff
027fff
